taxa	scientificName	rank	kingdom	phylum	class	order	family	genus
Fragilaria capucina terato	Fragilaria capucina (Grunow) Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. austriaca	Fragilaria capucina var. austriaca (Grun) Lange-Bertalot, 1980	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria construens f. binodis	Bacillariophyceae	CLASS	Chromista	Ochrophyta	Bacillariophyceae	-	-	-
Fragilaria construens f. binodis terato	Bacillariophyceae	CLASS	Chromista	Ochrophyta	Bacillariophyceae	-	-	-
Fragilaria capucina var. capitellata	Fragilaria capucina var. capitellata (Grunow) Lange-Bertalot, 1991	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. capitellata terato	Fragilaria capucina var. capitellata (Grunow) Lange-Bertalot, 1991	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. distans	Fragilaria capucina var. distans (Grunow) Lange-Bert.	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var.distans f. anormale	Fragilaria capucina (Grunow) Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. gracilis	Fragilaria capucina var. gracilis (Østrup) Hustedt, 1950	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. gracilis terato	Fragilaria capucina var. gracilis (Østrup) Hustedt, 1950	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. lanceolata	Fragilaria capucina var. lanceolata Grunow, 1881	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria crotonensis	Fragilaria crotonensis Kitton, 1869	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. mesolepta	Fragilaria capucina var. mesolepta (Rabenhorst) Rabenhorst, 1864	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria construens	Fragilaria construens (Ehrenberg) Grunow, 1862	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria construens var. pumila f. subrotundata	Fragilaria construens f. subrotunda Mayer, 1917	FORM	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria construens f. subsalina	Fragilaria construens f. subsalina (Hustedt) Hustedt, 1957	FORM	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria construens terato	Fragilaria construens (Ehrenberg) Grunow, 1862	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. perminuta	Fragilaria capucina var. perminuta (Grunow) Lange-Bertalot, 1991	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capitata	Fragilaria capitata (Ehrenberg) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Fragilaria capitellata	Fragilaria capitellata Lauby, 1910	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria crotonensis var. prolongata	Fragilaria crotonensis var. prolongata Eldarova-Sergejeva, 1913	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria construens var. pumila	Fragilaria construens f. pumila Grunow, 1881	FORM	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. radians	Fragilaria capucina var. radians (Kütz.) Lange-Bert	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Frustulia creuzburgensis	Frustulia creuzburgensis (Krasske) Hustedt, 1957	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria crotonensis	Fragilaria crotonensis Kitton, 1869	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina ssp. rumpens	Fragilaria capucina subsp. rumpens (Kützing) Lange-Bertalot, 1993	SUBSPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Frustulia crassinervia	Naviculales	ORDER	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	-	-
Fragilaria crotonensis terato	Fragilaria crotonensis Kitton, 1869	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. rumpens	Fragilaria H.C.Lyngbye, 1819	GENUS	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fallacia cryptolyra	Fallacia cryptolyra (Brockmann) Stickle & Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria construens var. subsalina	Fragilaria construens var. subsalina Hustedt, 1925	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria cassubica	Fragilaria cassubica Witkowski & Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria crotonensis	Fragilaria crotonensis Kitton, 1869	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. vaucheriae	Fragilaria capucina var. vaucheriae (Kützing) Lange-Bertalot, 1980	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora
Fragilaria construens f. venter	Fragilaria construens f. venter (Ehrenberg) Hustedt, 1957	FORM	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. vaucheriae terato	Fragilaria capucina var. vaucheriae (Kützing) Lange-Bertalot, 1980	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora
Fragilaria danica	Fragilaria danica (Kützing) Lange-Bertalot, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Fragilaria danica terato	Fragilaria danica (Kützing) Lange-Bertalot, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Fragilaria delicatissima var. angustissima	Fragilaria delicatissima Proschkina-Lavrenko, 1960	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria delicatissima	Fragilaria delicatissima Proschkina-Lavrenko, 1960	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria delicatissima terato	Fragilaria delicatissima Proschkina-Lavrenko, 1960	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria dilatata	Fragilaria dilatata (Brébisson) Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Fragilaria dorsiventralis	Fragilaria dorsiventralis (Otto Müller) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria dorsiventralis terato	Fragilaria dorsiventralis (Otto Müller) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria distans	Fragilaria distans (Grunow) Bukhtiyarova, 1995	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria elliptica	Fragilaria elliptica Jousé, 1955	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Frustulia erifuga	Frustulia erifuga Lange-Bertalot & Krammer, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Fragilaria exiguiformis	Fragilaria exiguiformis Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria exigua	Fragilaria exigua Grunow, 1878	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria famelica	Fragilaria famelica (Kützing) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Fragilaria fasciculata	Fragilaria fasciculata (C.Agardh) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia
Fragilaria fasciculata terato	Fragilaria fasciculata (C.Agardh) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia
Fragilariforma bicapitata	Fragilariforma bicapitata (Mayer) D.M.Williams & Round, 1988	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilariforma exigua	Fragilariforma exigua (Grunow) M.G.Kelly	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilariforma
Fragilariforma nitzschioides	Fragilariforma nitzschioides (Grunow) Lange-Bertalot, 2011	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fallacia frustulum	Fallacia frustulum (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilariforma virescens var. exigua	Fragilariforma virescens var. exigua (Grunow) M.Poulin, 1992	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilariforma
Fragilariforma virescens	Fragilariforma virescens (Ralfs) D.M.Williams & Round, 1988	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilariforma
Fragilariforma virescens var. subsalina	Fragilariforma virescens var. subsalina (Grunow) L.N.Bukhtiyarova, 1995	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria grunowii	Fragilaria grunowii H.Lange-Bertalot & S.Ulrich, 2014	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria goulardii terato	Fragilaria goulardii (Bréb.) Lange-Bert., 1981	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Fragilaria goulardii	Fragilaria goulardii (Bréb.) Lange-Bert., 1981	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Fragilaria gracilis	Fragilaria gracilis Østrup, 1910	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria gracillima	Fragilaria gracillima Mayer	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria gracilis terato	Fragilaria gracilis Østrup, 1910	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria harrisonii	Fragilaria harrisonii (W.Smith) Grunow, 1862	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	-	-	Biblarium
Frustulia hawaiensis	Frustulia hawaiensis Hustedt, 1942	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Fragilaria harrissonii var. dubia	Fragilaria harrisonii var. dubia Schumann, 1864	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	-	-	Biblarium
Fallacia helensis	Fallacia helensis (Schulz) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria intermedia var. capitellata	Fragilaria intermedia var. capitellata (Grunow) Cleve-Euler, 1932	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria intermedia	Fragilaria intermedia (Grunow) Grunow, 1881	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria intermedia	Fragilaria intermedia (Grunow) Grunow, 1881	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fallacia indifferens	Fallacia indifferens (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fallacia insociabilis	Fallacia insociabilis (Krasske) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria lapponica	Fragilaria lapponica	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria leptostauron var. dubia	Fragilaria leptostauron var. dubia (Grunow) Hustedt, 1931	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	-	-	Biblarium
Fallacia lenzi	Fallacia lenzii (Hustedt) Lange-Bertalot, 2004	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria leptostauron	Fragilaria leptostauron (Ehrenberg) Hustedt, 1931	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	-	-	Biblarium
Fragilaria leptostauron var. martyi	Fragilaria leptostauron var. martyi (Héribaud-Joseph) Lange-Bertalot, 1991	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	-	-	Biblarium
Fallacia lenzi	Fallacia lenzii (Hustedt) Lange-Bertalot, 2004	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria lancettula	Fragilaria lancettula Schumann, 1867	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria martyi	Fragilaria martyi (Héribaud-Joseph) Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Opephora
Fragilaria martyi terato	Fragilaria martyi (Héribaud-Joseph) Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Opephora
Fragilaria mesolepta	Fragilaria mesolepta Rabenhorst, 1861	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria miniscula	Fragilaria miniscula (Grunow) D.M.Williams & Round, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fallacia mitis	Fallacia mitis (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria mutabilis	Fragilaria mutabilis	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fallacia monoculata	Fallacia monoculata (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fallacia muraloides	Fallacia muraloides (Hust.) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia
Fragilaria mutabilis	Fragilaria mutabilis	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria nanana	Fragilaria nanana Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria nitzschioides	Fragilaria nitzschioides Grunow	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria nanana terato	Fragilaria nanana Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria	Fragilaria H.C.Lyngbye, 1819	GENUS	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria oldenburgiana	Fragilaria oldenburgiana Hustedt, 1959	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria parasitica	Fragilaria parasitica (W.Smith) Heiberg, 1863	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira
Fragilaria pectinalis	Fragilaria pectinalis Ehrenberg, 1838	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fistulifera pelliculosa	Fistulifera pelliculosa (Brébisson) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Fragilaria perminuta	Fragilaria perminuta Krammer & Lange-Bertalot, 2000	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fallacia pseudoforcipata	Fallacia pseudoforcipata (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria pinnata	Fragilaria pinnata Ehrenberg, 1843	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria pinnata var. lancettula	Fragilaria pinnata var. lancettula (Schumann) Hustedt, 1913	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosirella
Fragilaria pseudolaevissima	Fragilaria pseudolaevissima VanLandingham, 1971	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria producta	Fragilaria producta (Lagerstedt) Grunow, 1881	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilariforma
Fragilaria pararumpens	Fragilaria pararumpens Lange-Bertalot, G.Hofmann & Werum, 2013	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria parasitica var. subconstricta	Fragilaria parasitica var. subconstricta Grunow, 1881	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira
Fragilaria pseudogaillonii	Fragilaria pseudogaillonii Kobayasi & Idei, 1979	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria pinnata f. subsolitaris	Fragilaria pinnata var. subsolitaris (Grunow) Mayer, 1937	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria pinnata terato	Fragilaria pinnata Ehrenberg, 1843	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria pulchella	Fragilaria pulchella (Ralfs ex Kützing) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora
Fragilaria pulchella terato	Fragilaria pulchella (Ralfs ex Kützing) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Licmophorales	Licmophoraceae	Licmophora
Fallacia pygmaea	Fallacia pygmaea (Kützing) A.J.Stickle & D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia
Fragilaria acus	Fragilaria acus (Kützing) Lange-Bertalot, 2000	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria radians	Fragilaria radians (Kützing) D.M.Williams & Round, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Frustulia rhomboides var. amphipleuroides	Frustulia rhomboides var. amphipleuroides (Grunow) Cleve	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Fragilaria recapitellata	Fragilaria recapitellata H.Lange-Bertalot & D.Metzeltin, 2009	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Frustulia rhomboides var. crassinervia	Frustulia rhomboides var. crassinervia (Brébisson ex W.Smith) Ross, 1947	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria radians	Fragilaria radians (Kützing) D.M.Williams & Round, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Frustulia rhomboides	Frustulia rhomboides (Ehrenberg) De Toni, 1891	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Frustulia rhomboides var. saxonica	Frustulia rhomboides var. saxonica (Rabenh.) De Toni, 1891	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Frustulia rhomboides var. saxonica f. undulata	Frustulia rhomboides f. undulata Hustedt, 1930	FORM	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Fragilaria rumpens	Fragilaria rumpens (Kützing) G.W.F.Carlson, 1913	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria capucina var. rumpens terato	Fragilaria H.C.Lyngbye, 1819	GENUS	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Frustulia rhomboides var. viridula	Frustulia rhomboides var. viridula (Brébisson) Cleve, 1894	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	-	-	Colletonema
Fistulifera saprophila	Fistulifera saprophila (Lange-Bertalot & Bonik) Lange-Bertalot, 1997	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Frustulia saxonica	Frustulia saxonica Rabenhorst, 1853	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia
Fragilaria subconstricta	Fragilaria subconstricta Østrup, 1910	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fallacia subhamulata	Fallacia subhamulata Round et al., 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Fallacia
Fallacia sublucidula	Fallacia sublucidula (Hustedt) Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fallacia submitis	Fallacia submitis (Hustedt) D.G.Mann, 1990	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Fragilaria sepes	Fragilaria sepes Ehrenberg, 1854	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria subsalina	Fragilaria subsalina (Grunow) Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria cf subsalina	Fragilaria subsalina (Grunow) Lange-Bertalot, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria tabulata	Fragilaria tabulata (C.Agardh) Lange-Bertalot, 1981	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Tabularia
Fragilaria tenera	Fragilaria tenera (W.Smith) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria tenera terato	Fragilaria tenera (W.Smith) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Fragilaria tenera var. nanana	Fragilaria tenera var. nanana (H.Lange-Bertalot) H.Lange-Bertalot & S.Ulrich, 2014	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
