Species	Genus	Family	Order	Class	Phylum	Subkingdom	Kingdom	Empire
Skeletonema marinoi	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema dohrnii	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema dohrnii	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema pseudocostatum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema pseudocostatum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema pseudocostatum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema grethae	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema grethae	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilariopsis pseudonana	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Grammonema striatula	Grammonema	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilariopsis pseudonana	Fragilariopsis	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros neogracile	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira curviseriata	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira tenera	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira concaviuscula	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira punctigera	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira delicatula	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia sp.	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Halamphora sp.	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros gracilis	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros gracilis	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros calcitrans	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Entomoneis alata	Entomoneis	Entomoneidaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Lyrella atlantica	Lyrella	Lyrellaceae	Lyrellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Pinnularia interrupta	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora laevissima	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora pupula	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ditylum brightwellii	Ditylum	Lithodesmiaceae	Lithodesmiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ditylum brightwellii	Ditylum	Lithodesmiaceae	Lithodesmiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Porosira pseudodenticulata	Porosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Papiliocellulus elegans	Papiliocellulus	Cymatosiraceae	Cymatosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula veneta	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Craticula subminuscula	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Melosira varians	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Halamphora montana	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Melosira varians	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Lauderia borealis	Lauderia	Lauderiaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassionema nitzschioides	Thalassionema	Thalassionemataceae	Thalassionematales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Corethron criophilum	Corethron	Corethraceae	Corethrales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros didymus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ditylum brightwellii	Ditylum	Lithodesmiaceae	Lithodesmiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Coscinodiscus radiatus	Coscinodiscus	Coscinodiscaceae	Coscinodiscales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Actinocyclus curvatulus	Actinocyclus	Hemidiscaceae	Coscinodiscales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Aulacoseira skvortzowii	Aulacoseira	Aulacoseiraceae	Aulacoseirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Aulacoseira baicalensis	Aulacoseira	Aulacoseiraceae	Aulacoseirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Aulacoseira islandica	Aulacoseira	Aulacoseiraceae	Aulacoseirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira rotula	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Conticribra weissflogii	Conticribra	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema pseudoaugur	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia monodon	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia formica	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Diatoma hyemalis	Diatoma	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema pseudocostatum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira rotula	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira rotula	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Phaeodactylum tricornutum	Phaeodactylum	Phaeodactylaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros sp.	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira rotula	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira eccentrica	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Helicotheca tamesis	Helicotheca	Lithodesmiaceae	Lithodesmiales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema costatum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eucampia antarctica	Eucampia	Hemiaulaceae	Hemiaulales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros rostratus	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros sp.	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Aulacoseira distans	Aulacoseira	Aulacoseiraceae	Aulacoseirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Rhaphoneis belgica	Rhaphoneis	Rhaphoneidaceae	Rhaphoneidales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Asterionellopsis glacialis	Asterionellopsis	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema affine	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula tripunctata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cymbella lanceolata	Cymbella	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Amphora aff. atomoides	Amphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Pinnularia acrosphaeria	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Adlafia brockmannii	Adlafia	Anomoeoneidaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema acuminatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cymbella excisa	Cymbella	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cymbella proxima	Cymbella	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cymbella aspera	Cymbella	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Placoneis sp.	Placoneis	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cocconeis placentula	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula capitatoradiata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cocconeis pediculus	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cymbella excisa	Cymbella	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula phyllepta	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema angustatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cymbopleura naviculiformis	Cymbopleura	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Caloneis budensis	Caloneis	Pinnulariaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema affine	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Craticula cuspidata	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cymbopleura naviculiformis	Cymbopleura	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptocephala	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema productum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cari	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Craticula molestiformis	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Pinnularia anglica	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Craticula importuna	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Craticula molestiformis	Craticula	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula reinhardtii	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula veneta	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula gregaria	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptocephala	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula veneta	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula veneta	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Mayamaea atomus	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Hippodonta capitata	Hippodonta	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema micropus	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema micropus	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia sp.	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora minima	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Encyonema minutum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Amphora libyca	Amphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Halamphora normanii	Halamphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Amphora sp.	Amphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Neidium affine	Neidium	Neidiaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Caloneis amphisbaena	Caloneis	Pinnulariaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia formica	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Frustulia vulgaris	Frustulia	Amphipleuraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia implicata	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Undatella sp.	Undatella	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassionema sp.	Thalassionema	Thalassionemataceae	Thalassionematales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Rhizosolenia delicatula	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Guinardia flaccida	Guinardia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Grammonema striatula	Grammonema	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Proboscia alata	Proboscia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Corethron inerme	Corethron	Corethraceae	Corethrales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Corethron hystrix	Corethron	Corethraceae	Corethrales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Rhizosolenia imbricata	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Rhizosolenia similoides	Rhizosolenia	Rhizosoleniaceae	Rhizosoleniales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Leptocylindrus minimus	Leptocylindrus	Leptocylindraceae	Leptocylindrales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Leptocylindrus danicus	Leptocylindrus	Leptocylindraceae	Leptocylindrales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Paralia sol	Paralia	Paraliaceae	Paraliales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Planktoniella sol	Planktoniella	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cyclotella meneghiniana	Cyclotella	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Conticribra weissflogii	Conticribra	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Thalassiosira pseudonana	Thalassiosira	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema menzelii	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Chaetoceros sp.	Chaetoceros	Chaetocerotaceae	Chaetocerotales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Skeletonema subsalsum	Skeletonema	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia frustulum	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Campylodiscus ralfsii	Campylodiscus	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Surirella fastuosa	Surirella	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Entomoneis alata	Entomoneis	Entomoneidaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
